case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,source
101004238881,2022-03-30 16:50:00,2022-06-28 16:50:51,,OVERDUE,Open, ,DISP 3/30 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,14 Logan Way  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0707,14 Logan Way,02127,42.3272,-71.0535,Constituent Call
101004286332,2022-05-10 09:07:00,2022-08-08 09:07:47,2022-05-10 09:20:08,ONTIME,Closed,Case Closed. Closed date : 2022-05-10 09:20:08.95 Case Invalid Unable to reach constituent because there is no phone number provided to set up an appointment for an inspector to come out for the complaint. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,28-30 Hillis Rd  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1819,28-30 Hillis Rd,02136,42.2497,-71.1323,Constituent Call
101004452006,2022-08-25 15:04:00,2022-11-23 15:04:04,2022-09-02 12:48:00,ONTIME,Closed,Case Closed. Closed date : Fri Sep 02 12:48:00 EDT 2022 Resolved No cause  ,SCH9/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,76 N Margin St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0304,76 N Margin St,02113,42.3655,-71.057,Constituent Call
101004414837,2022-08-04 11:02:00,2022-11-02 11:02:09,2022-08-26 08:50:22,ONTIME,Closed,Case Closed. Closed date : Fri Aug 26 08:50:22 EDT 2022 Resolved ,SCH8/10Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,17 Shepton St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1606,17 Shepton St,02124,42.2894,-71.0625,Constituent Call
101004478901,2022-09-13 10:17:00,2022-12-12 10:17:03,2022-09-16 11:36:50,ONTIME,Closed,Case Closed. Closed date : Fri Sep 16 11:36:50 EDT 2022 Resolved No cause address is fir Community Center ,SCH9/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,60 Archdale Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1911,60 Archdale Rd,02131,42.2926,-71.1204,Constituent Call
101004241601,2022-04-01 17:54:00,2022-06-30 17:54:54,2022-04-04 11:15:32,ONTIME,Closed,Case Closed. Closed date : 2022-04-04 11:15:32.467 resolved no eform or contact information ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,225 Blue Ledge Dr  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,18,1811,225 Blue Ledge Dr,02131,42.2727,-71.1364,Constituent Call
101004289577,2022-05-12 13:42:00,2022-08-10 13:42:12,2022-05-19 09:01:16,ONTIME,Closed,Case Closed. Closed date : Thu May 19 09:01:16 EDT 2022 Noted Notice written 5/18/22 ,SCH5/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2 Henry Sterling Sq  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0707,2 Henry Sterling Sq,02127,42.3265,-71.0551,Constituent Call
101004457971,2022-08-30 07:55:00,2022-11-28 07:55:35,2022-08-30 08:55:28,ONTIME,Closed,Case Closed. Closed date : 2022-08-30 08:55:28.283 Case Noted closed not housing 8/30/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,5 Peterborough St,02215,42.3444,-71.0956,Constituent Call
101004291768,2022-05-14 05:36:00,2022-08-12 05:36:54,2022-05-16 09:58:27,ONTIME,Closed,Case Closed. Closed date : Mon May 16 09:58:27 EDT 2022 Resolved Duplicate complaint refer to 101004291163 Yesenia Ortiz ,DISP5/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1191 Boylston St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,1191 Boylston St,02215,42.3462,-71.0942,Constituent Call
101004291888,2022-05-14 08:45:00,2022-08-12 08:45:08,2022-05-16 09:30:15,ONTIME,Closed,Case Closed. Closed date : 2022-05-16 09:30:15.273 Duplicate of Existing Case Refer to Case: 101004291163 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1191 Boylston St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,1191 Boylston St,02215,42.3462,-71.0942,Constituent Call
101004575062,2022-11-17 15:01:00,2023-02-15 15:01:00,2022-12-01 09:20:03,ONTIME,Closed,Case Closed. Closed date : Thu Dec 01 09:20:03 EST 2022 Resolved No violations found  ,SCH11/23Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Cleaves St  Roxbury  MA  02119,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,5 Cleaves St,02119,42.3141,-71.0969,Constituent Call
101004248375,2022-04-07 15:11:50,2022-07-06 15:11:50,2022-04-07 15:17:45,ONTIME,Closed,Case Closed. Closed date : 2022-04-07 15:17:45.077 Duplicate of Existing Case Dup case to 101004248377 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,225 Blue Hill Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,12,1204,225 Blue Hill Ave,02119,42.3594,-71.0587,Constituent Call
101004248377,2022-04-07 15:12:00,2022-07-06 15:12:09,2022-04-08 15:04:18,ONTIME,Closed,Case Closed. Closed date : 2022-04-08 15:04:18.64 Duplicate of Existing Case Dup case to 101004248343 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,225 Blue Ledge Dr  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,18,1811,225 Blue Ledge Dr,02131,42.2727,-71.1364,Constituent Call
101004423646,2022-08-11 11:27:00,2022-11-09 11:27:31,2022-08-11 15:33:19,ONTIME,Closed,Case Closed. Closed date : 2022-08-11 15:33:19.173 Case Resolved lanlord installed noe oven 8/10/22 ,SCH8/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,193 W Canton St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,0401,193 W Canton St,02116,42.3446,-71.076,Constituent Call
101004579429,2022-11-22 10:00:00,2023-02-20 10:00:15,2022-11-23 10:39:08,ONTIME,Closed,Case Closed. Closed date : Wed Nov 23 10:39:08 EST 2022 Noted Notice written  ,SCH11/23Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,162 Medford St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,0204,162 Medford St,02129,42.3793,-71.0585,Constituent Call
101004297337,2022-05-18 13:00:00,2022-08-16 13:00:17,2022-05-25 11:29:01,ONTIME,Closed,Case Closed. Closed date : Wed May 25 11:29:01 EDT 2022 Noted Violations written  ,SCH 5/25 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,86 Thetford Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1707,86 Thetford Ave,02124,42.2837,-71.0775,Constituent Call
101004501518,2022-09-22 14:17:00,2022-12-21 14:17:13,2022-09-27 11:05:11,ONTIME,Closed,Case Closed. Closed date : Tue Sep 27 11:05:11 EDT 2022 Resolved Violation order issued 9/27/22 ,SCH9/27Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,640 River St  Mattapan  MA  02126,8,08,4,E18,Greater Mattapan,9,Ward 18,1804,640 River St,02126,42.2649,-71.0991,Constituent Call
101004308377,2022-05-19 09:04:14,2022-08-17 09:04:14,2022-05-19 09:23:17,ONTIME,Closed,Case Closed. Closed date : 2022-05-19 09:23:17.223 Duplicate of Existing Case refer to101004308433 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,9-11 Cass St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,20,2016,9-11 Cass St,02132,42.3594,-71.0587,Constituent Call
101004308493,2022-05-19 09:31:00,2022-08-17 09:31:18,2022-05-31 07:06:07,ONTIME,Closed,Case Closed. Closed date : Tue May 31 07:06:07 EDT 2022 Noted Notice written. ,SCH 5/26 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Crown Point Dr  Hyde Park  MA  02136,12,08,5,E5,West Roxbury,10,Ward 18,1823,25 Crown Point Dr,02136,42.258,-71.1465,Constituent Call
101004308810,2022-05-19 12:24:00,2022-08-17 12:24:45,2022-05-19 14:58:54,ONTIME,Closed,Case Closed. Closed date : 2022-05-19 14:58:54.443 Case Resolved Spoke with Property mgr (brenda) the air conditioner will be turned on for the weekend. ,DISP 5/19 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,229A River St  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,18,1801,229A River St,02126,42.2758,-71.0838,Constituent Call
101004310256,2022-05-20 13:49:00,2022-08-18 13:49:28,2022-06-17 14:44:08,ONTIME,Closed,Case Closed. Closed date : Fri Jun 17 14:44:08 EDT 2022 Resolved No Cause   NoAnswer  ,SCH 6/2 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,4 Henry Sterling Sq  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0707,4 Henry Sterling Sq,02127,42.3266,-71.055,Constituent Call
101004471072,2022-09-07 14:49:00,2022-12-06 14:49:03,,OVERDUE,Open, ,SCH9/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,80 Beacon St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,0505,80 Beacon St,02108,42.356,-71.0709,Constituent Call
101004432895,2022-08-18 12:03:00,2022-11-16 12:03:59,2022-08-24 13:32:56,ONTIME,Closed,Case Closed. Closed date : Wed Aug 24 13:32:56 EDT 2022 Noted Violations found. Notice written. ,SCH8/24Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,60 Archdale Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1911,60 Archdale Rd,02131,42.2926,-71.1204,Constituent Call
101004507459,2022-09-27 13:52:00,2022-12-26 13:52:56,2022-10-12 08:08:15,ONTIME,Closed,Case Closed. Closed date : Wed Oct 12 08:08:15 EDT 2022 Resolved No cause  ,SCH10/11Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,270 Centre St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,10,1007,270 Centre St,02130,42.3227,-71.101,Constituent Call
101004318050,2022-05-26 11:17:00,2022-08-24 11:17:15,2022-05-31 16:41:42,ONTIME,Closed,Case Closed. Closed date : Tue May 31 16:41:42 EDT 2022 Resolved Duplicate complaint Inspector Marshall wrote notice a couple of weeks ago 5/31/22 DM ,SCH5/31Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,120 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,120 Humboldt Ave,02121,42.316,-71.0868,Constituent Call
101004479007,2022-09-13 11:10:45,2022-12-12 11:10:45,2022-09-13 14:18:23,ONTIME,Closed,Case Closed. Closed date : 2022-09-13 14:18:23.727 Case Invalid Not Enough Information. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,494 Tremont St  Roxbury  MA  02116,4,1C,2,D4,Roxbury,6,05,0501,494 Tremont St,02116,42.3594,-71.0587,Constituent Call
101004322133,2022-05-30 12:57:00,2022-08-28 12:57:09,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Building (INTERNAL),ISD,,,3555 Washington St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,3555 Washington St,02130,42.3047,-71.1095,Constituent Call
101004514912,2022-10-03 16:50:00,2023-01-01 16:50:11,,OVERDUE,Open, ,SCH10/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,201 E Cottage St  Dorchester  MA  02125,7,03,2,C11,Dorchester,5,Ward 7,0709,201 E Cottage St,02125,42.3195,-71.0606,Constituent Call
101004322960,2022-05-31 09:30:00,2022-08-29 09:30:58,2022-06-02 18:20:18,ONTIME,Closed,Case Closed. Closed date : Thu Jun 02 18:20:18 EDT 2022 Resolved No cause. No answer or access  ,SCH6/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,3091 Washington St  Roxbury  MA  02119,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,3091 Washington St,02119,42.3154,-71.0989,Constituent Call
101004484267,2022-09-16 15:40:00,2022-12-15 15:40:30,2022-09-22 11:52:37,ONTIME,Closed,Case Closed. Closed date : Thu Sep 22 11:52:37 EDT 2022 Resolved 9/21 no cause cm  ,SCH9/21Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,16 Akron St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1201,16 Akron St,02119,42.3261,-71.0858,Constituent Call
101004598286,2022-12-12 08:44:00,2023-03-12 08:44:55,,ONTIME,Open, ,SCH12/14Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,68 Percival St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,68 Percival St,02122,42.3051,-71.0629,Constituent Call
101004326684,2022-06-02 14:50:00,2022-08-31 14:50:33,2022-06-07 14:47:04,ONTIME,Closed,Case Closed. Closed date : Tue Jun 07 14:47:04 EDT 2022 Resolved No cause  ,SCH6/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,49 June St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,18,1811,49 June St,02131,42.2758,-71.1365,Constituent Call
101004327882,2022-06-03 12:02:00,2022-09-01 12:02:21,,OVERDUE,Open,Case Closed. Closed date : 2022-06-15 12:46:09.637 Case Resolved Problem Resolved ,SCH6/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,605 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,0903,605 Massachusetts Ave,02118,42.3371,-71.0781,Constituent Call
101004602408,2022-12-16 08:45:00,2023-03-16 08:45:07,,ONTIME,Open, ,SCH12/20Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,31 Prentiss St  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,31 Prentiss St,02120,42.3338,-71.0935,Constituent Call
101004459016,2022-08-30 15:23:00,2022-11-28 15:23:52,2022-09-07 11:16:12,ONTIME,Closed,Case Closed. Closed date : Wed Sep 07 11:16:12 EDT 2022 Resolved Tenant canceled appointment  ,SCH9/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,449 Old Colony Ave  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0707,449 Old Colony Ave,02127,42.3241,-71.0527,Constituent Call
101004274031,2022-04-29 09:55:00,2022-07-28 09:55:12,2022-05-05 08:09:41,ONTIME,Closed,Case Closed. Closed date : Thu May 05 08:09:41 EDT 2022 Resolved Stove was re-connected  ,SCH5/4Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,23 Georgetowne Pl  Hyde Park  MA  02136,12,08,5,E5,West Roxbury,10,Ward 18,1823,23 Georgetowne Pl,02136,42.2555,-71.1444,Constituent Call
101004532173,2022-10-19 09:16:00,2023-01-17 09:16:59,,ONTIME,Open, ,DISP10/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,116 Englewood Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2115,116 Englewood Ave,02135,42.3374,-71.1503,Constituent Call
101004283542,2022-05-06 19:34:00,2022-08-04 19:34:17,2022-05-12 22:40:55,ONTIME,Closed,Case Closed. Closed date : Thu May 12 22:40:55 EDT 2022 Resolved No cause 5/12/22 CM . Spoke to occupant who advised of structural concern with building... no violation found at time of inspection or referral needed. ,SCH5/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,48 Sumner St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,48 Sumner St,02125,42.3181,-71.0616,Constituent Call
101004472561,2022-09-08 13:31:00,2022-12-07 13:31:28,,OVERDUE,Open, ,SCH9/14Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,76 N Margin St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0304,76 N Margin St,02113,42.3655,-71.057,Constituent Call
101004285226,2022-05-09 12:03:00,2022-08-07 12:03:58,2022-05-13 15:22:50,ONTIME,Closed,Case Closed. Closed date : Fri May 13 15:22:50 EDT 2022 Noted Inspection conducted an abatement notice to be written. TM 5/13/22. ,SCH5/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,120 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,120 Humboldt Ave,02121,42.316,-71.0868,Constituent Call
101004513852,2022-10-03 08:17:00,2023-01-01 08:17:59,2022-10-03 18:18:18,ONTIME,Closed,Case Closed. Closed date : Mon Oct 03 18:18:18 EDT 2022 Resolved Repaired ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,865 American Legion Hwy  Roslindale  MA  02131,12,08,5,E18,Roslindale,10,Ward 18,1808,865 American Legion Hwy,02131,42.2779,-71.1171,Constituent Call
101004343916,2022-06-15 20:40:20,2022-09-13 20:40:27,2022-06-16 08:37:37,ONTIME,Closed,Case Closed. Closed date : 2022-06-16 08:37:37.107 Case Invalid not a housing complainr/ code enforcement. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1110 Morton St  Mattapan  MA  02126,8,07,3,B3,Dorchester,7,Ward 17,1712,1110 Morton St,02126,42.2767,-71.0753,Self Service
101004538277,2022-10-25 09:26:00,2023-01-23 09:26:45,2022-10-31 09:41:43,ONTIME,Closed,Case Closed. Closed date : Mon Oct 31 09:41:43 EDT 2022 Resolved No cause   Washing machine has been replaced.  ,SCH10/28Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,228 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,0507,228 Beacon St,02116,42.354,-71.0789,Constituent Call
101004540764,2022-10-27 10:13:00,2023-01-25 10:13:11,2022-10-31 09:22:53,ONTIME,Closed,Case Closed. Closed date : 2022-10-31 09:22:53.387 resolved occupant called cancelled complaint. He isworking with the management company to correct the issues ,SCH11/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,3688 Washington St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,11,1108,3688 Washington St,02130,42.3594,-71.0587,Constituent Call
101004541024,2022-10-27 12:26:00,2023-01-25 12:26:15,2022-11-03 07:59:19,ONTIME,Closed,Case Closed. Closed date : Thu Nov 03 07:59:19 EDT 2022 Resolved No cause. ,SCH11/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1990 Columbus Ave  Roxbury  MA  02119,9,10B,7,E13,Roxbury,11,Ward 11,1105,1990 Columbus Ave,02119,42.3153,-71.0972,Constituent Call
101004476578,2022-09-11 17:38:00,2022-12-10 17:38:57,2022-09-19 08:41:10,ONTIME,Closed,Case Closed. Closed date : 2022-09-19 08:41:10.847 Case Noted Closed per tenant 9/19/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,32 Bowdoin Ave  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,Ward 14,1404,32 Bowdoin Ave,02121,42.3024,-71.0755,Constituent Call
101004477790,2022-09-12 14:23:00,2022-12-11 14:23:34,2022-09-20 14:01:30,ONTIME,Closed,Case Closed. Closed date : Tue Sep 20 14:01:30 EDT 2022 Noted Violation written  ,SCH9/20Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,755 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,0404,755 Tremont St,02118,42.3401,-71.0794,Constituent Call
101004520152,2022-10-08 00:36:00,2023-01-06 00:36:10,2022-10-14 10:52:16,ONTIME,Closed,Case Closed. Closed date : Fri Oct 14 10:52:16 EDT 2022 Noted Notice written ,SCH10/14Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,12 Gene St  Dorchester  MA  02125,7,03,7,B2,Dorchester,13,Ward 7,0710,12 Gene St,02125,42.3196,-71.0655,Constituent Call
101004545074,2022-10-31 12:37:28,2023-01-29 12:37:28,2022-10-31 12:38:01,ONTIME,Closed,Case Closed. Closed date : 2022-10-31 12:38:01.397 Case Invalid bad address ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,860 Harrison Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,08,0802,860 Harrison Ave,02118,42.3594,-71.0587,Constituent Call
101004362830,2022-06-23 11:26:00,2022-09-21 11:26:51,2022-07-01 11:01:07,ONTIME,Closed,Case Closed. Closed date : Fri Jul 01 11:01:07 EDT 2022 Noted Violations found notice written 7/1/22 DM  ,SCH 7/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,111 Atlantic Ave  Boston  MA  02109,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0301,111 Atlantic Ave,02109,42.3614,-71.0527,Constituent Call
101004363462,2022-06-23 17:19:00,2022-09-21 17:19:54,2022-06-30 07:37:32,ONTIME,Closed,Case Closed. Closed date : Thu Jun 30 07:37:32 EDT 2022 Noted Notice written  ,SCH6/28Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,174 W Eighth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,0602,174 W Eighth St,02127,42.3341,-71.0525,Constituent Call
101004364716,2022-06-24 15:26:00,2022-09-22 15:26:19,2022-06-30 07:38:12,ONTIME,Closed,Case Closed. Closed date : Thu Jun 30 07:38:12 EDT 2022 Resolved No Cause elevators working  ,SCH6/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,42 Harrison Ave  Boston  MA  02111,4,1C,2,A1,Boston,4,03,0308,42 Harrison Ave,02111,42.3594,-71.0587,Constituent Call
101004549463,2022-11-03 15:40:00,2023-02-01 15:40:44,2022-11-07 08:06:35,ONTIME,Closed,Case Closed. Closed date : 2022-11-07 08:06:35.13 resolved occupant called and closed complaint - landlord fixed the issue ,SCH11/8Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,80 Mount Pleasant Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0807,80 Mount Pleasant Ave,02119,42.3259,-71.078,Constituent Call
101004367171,2022-06-27 10:33:00,2022-09-25 10:33:18,2022-06-29 06:07:42,ONTIME,Closed,Case Closed. Closed date : Wed Jun 29 06:07:42 EDT 2022 Resolved Violation order issued 6/28 ,SCH6/28Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,100 Livermore St  Mattapan  MA  02126,8,07,5,B3,Greater Mattapan,9,Ward 18,1821,100 Livermore St,02126,42.2745,-71.1063,Constituent Call
101004368501,2022-06-28 09:50:00,2022-09-26 09:50:03,2022-07-05 07:32:47,ONTIME,Closed,Case Closed. Closed date : Tue Jul 05 07:32:47 EDT 2022 Resolved No cause. ,SCH6/30Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,94 Itasca St  Mattapan  MA  02126,8,07,5,B3,Greater Mattapan,9,Ward 18,1803,94 Itasca St,02126,42.2763,-71.0994,Constituent Call
101004370340,2022-06-29 11:21:00,2022-09-27 11:21:35,2022-07-12 12:37:52,ONTIME,Closed,Case Closed. Closed date : Tue Jul 12 12:37:52 EDT 2022 Resolved No access unable to check Handicap lift will contact management Caritas Communities  ,SCH7/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,186 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,0507,186 Marlborough St,02116,42.3522,-71.0801,Constituent Call
101004373669,2022-07-01 14:58:00,2022-09-29 14:58:27,2022-07-06 16:54:49,ONTIME,Closed,Case Closed. Closed date : Wed Jul 06 16:54:49 EDT 2022 Resolved No Cause- Duplicate complaint recommended for Prosecution 7/6/22 DM  ,SCH7/6Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,120 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,120 Humboldt Ave,02121,42.316,-71.0868,Constituent Call
