,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
10600,HVIOL-282940,2016-02-08 20:40:40,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",554,,Massachusetts,AVE,Roxbury,MA,02118,09,554 B   MASSACHUSETTS AVE,,boston,MA,02118,92384,42.33832999974142,-71.07844800141054,"42.33832999974142 , -71.07844800141054",South End
10602,HVIOL-282939,2016-02-08 20:37:41,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",35,36,Newton,St,Roxbury,MA,02118,09,56 WARREN ST SUITE 200,,roxbury,MA,02119,102592,42.33894863196063,-71.07392180394191,"42.338948631960626 , -71.07392180394191",South End
10603,HVIOL-282937,2016-02-08 20:28:26,Closed,CMR410.481,,POST OWNER NAME,41,,Cunard,ST,Mission Hill,MA,02120,09,C/O A-Z PROPERTIES,PO BOX 200989,boston,MA,02120-0018,45061,42.33688999987259,-71.08630000088054,"42.33688999987259 , -71.08630000088054",South End
10604,HVIOL-282937,2016-02-08 20:28:26,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",41,,Cunard,ST,Mission Hill,MA,02120,09,C/O A-Z PROPERTIES,PO BOX 200989,boston,MA,02120-0018,45061,42.33688999987259,-71.08630000088054,"42.33688999987259 , -71.08630000088054",South End
10605,HVIOL-282937,2016-02-08 20:28:26,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",41,,Cunard,ST,Mission Hill,MA,02120,09,C/O A-Z PROPERTIES,PO BOX 200989,boston,MA,02120-0018,45061,42.33688999987259,-71.08630000088054,"42.33688999987259 , -71.08630000088054",South End
10606,HVIOL-282936,2016-02-08 20:24:27,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",41,,Cunard,ST,Mission Hill,MA,02120,09,27 Strafford Lane,,bedford,NH,03110,221386,42.33688999996169,-71.086300001235,"42.33688999996169 , -71.086300001235",South End
10607,HVIOL-282936,2016-02-08 20:24:27,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",41,,Cunard,ST,Mission Hill,MA,02120,09,27 Strafford Lane,,bedford,NH,03110,221386,42.33688999996169,-71.086300001235,"42.33688999996169 , -71.086300001235",South End
10608,HVIOL-282935,2016-02-08 20:20:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",221,,Dudley,ST,Roxbury,MA,02119,08,217 Harvard St,,dorchester,MA,02124,226506,42.32836999996643,-71.08064000117697,"42.32836999996643 , -71.08064000117697",Roxbury
10609,HVIOL-282935,2016-02-08 20:20:00,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",221,,Dudley,ST,Roxbury,MA,02119,08,217 Harvard St,,dorchester,MA,02124,226506,42.32836999996643,-71.08064000117697,"42.32836999996643 , -71.08064000117697",Roxbury
10610,HVIOL-282931,2016-02-08 20:09:24,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",76,,Annunciation,RD,Mission Hill,MA,02120,04,260M Ruggles St,,roxbury,MA,02120,178507,42.33468999997474,-71.09406000118739,"42.33468999997474 , -71.09406000118739",Mission Hill
10611,HVIOL-282929,2016-02-08 20:01:40,Closed,CMR410.252,,"Bathroom Lighting & Electrical outlets - Owner shall provide in each room containing  a toilet, bathtub, or shower, 1 electric light fixture",106,,Chandler,ST,Boston,MA,02116,04,110 Chandler St,,boston,MA,02116,204489,42.34615000002342,-71.07341000120057,"42.34615000002342 , -71.07341000120057",South End
10612,HVIOL-282929,2016-02-08 20:01:40,Closed,CMR410.280 A,,"Room Ventilation- window or door to exterior opened to a min of 4% of floor area of that habitable room, or room containing a toilet, bathtub or shower.",106,,Chandler,ST,Boston,MA,02116,04,110 Chandler St,,boston,MA,02116,204489,42.34615000002342,-71.07341000120057,"42.34615000002342 , -71.07341000120057",South End
10613,HVIOL-282899,2016-02-08 15:02:31,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",85,,Waldeck,ST,Dorchester,MA,02124,17,85 WALDECK ST,,dorchester,MA,02128,141449,42.29868000027421,-71.06556000080721,"42.29868000027421 , -71.06556000080721",Dorchester
10615,HVIOL-282899,2016-02-08 15:02:31,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",85,,Waldeck,ST,Dorchester,MA,02124,17,85 WALDECK ST,,dorchester,MA,02128,141449,42.29868000027421,-71.06556000080721,"42.29868000027421 , -71.06556000080721",Dorchester
10616,HVIOL-282899,2016-02-08 15:02:31,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",85,,Waldeck,ST,Dorchester,MA,02124,17,85 WALDECK ST,,dorchester,MA,02128,141449,42.29868000027421,-71.06556000080721,"42.29868000027421 , -71.06556000080721",Dorchester
10617,HVIOL-282892,2016-02-08 14:47:08,Closed,CMR410.254 B,,"Light in Passageways, Hallways, Stairways - Less than 3 units, Owner is responsible unless letting agreement is provided stating that dwelling unit is responsible for adjacent common area lighting;notify other occupants.",336,,Park,ST,Dorchester,MA,02124,17,,,dorchester,Ma,02122,289850,42.29653999996333,-71.06754000117935,"42.29653999996333 , -71.06754000117935",Dorchester
10618,HVIOL-282888,2016-02-08 14:34:23,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",130,,Milton,ST,Dorchester,MA,02124,16,130 MILTON ST,,dorchester,MA,02128,95797,42.28077000028955,-71.0536100012855,"42.28077000028955 , -71.0536100012855",Dorchester
10619,HVIOL-282888,2016-02-08 14:34:23,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",130,,Milton,ST,Dorchester,MA,02124,16,130 MILTON ST,,dorchester,MA,02128,95797,42.28077000028955,-71.0536100012855,"42.28077000028955 , -71.0536100012855",Dorchester
10620,HVIOL-282884,2016-02-08 14:22:25,Closed,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10621,HVIOL-282881,2016-02-08 14:15:39,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10622,HVIOL-282881,2016-02-08 14:15:39,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10623,HVIOL-282877,2016-02-08 14:08:29,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",26,,Torrey,ST,Dorchester,MA,02124,17,26 Torrey St,1,dorchester,MA,02124,319832,42.287289999968216,-71.07239000124132,"42.287289999968216 , -71.07239000124132",Dorchester
10624,HVIOL-282877,2016-02-08 14:08:29,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",26,,Torrey,ST,Dorchester,MA,02124,17,26 Torrey St,1,dorchester,MA,02124,319832,42.287289999968216,-71.07239000124132,"42.287289999968216 , -71.07239000124132",Dorchester
10626,HVIOL-282877,2016-02-08 14:08:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",26,,Torrey,ST,Dorchester,MA,02124,17,26 Torrey St,1,dorchester,MA,02124,319832,42.287289999968216,-71.07239000124132,"42.287289999968216 , -71.07239000124132",Dorchester
10628,HVIOL-282874,2016-02-08 13:50:39,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10629,HVIOL-282874,2016-02-08 13:50:39,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10630,HVIOL-282874,2016-02-08 13:50:39,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10631,HVIOL-282874,2016-02-08 13:50:39,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",30,,Regina,RD,Dorchester,MA,02124,17,"30 REGINA RD, UNIT 1",,dorchester,MA,02124-2141,297869,42.295630000001225,-71.07019000120061,"42.295630000001225 , -71.07019000120061",Dorchester
10634,HVIOL-282873,2016-02-08 13:27:08,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",12,,Capen,PL,Dorchester,MA,02124,17,12 CAPEN PL,,dorchester,MA,02128,25788,42.28268999978718,-71.08123000104457,"42.28268999978718 , -71.08123000104457",Mattapan
10635,HVIOL-282872,2016-02-08 13:20:51,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",28,,Thetford,AVE,Dorchester,MA,02124,17,28 THETFORD AV,,dorchester,MA,02128,134810,42.28512999981577,-71.07842000100155,"42.28512999981577 , -71.07842000100155",Mattapan
10636,HVIOL-282872,2016-02-08 13:20:51,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",28,,Thetford,AVE,Dorchester,MA,02124,17,28 THETFORD AV,,dorchester,MA,02128,134810,42.28512999981577,-71.07842000100155,"42.28512999981577 , -71.07842000100155",Mattapan
10637,HVIOL-282872,2016-02-08 13:20:51,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",28,,Thetford,AVE,Dorchester,MA,02124,17,28 THETFORD AV,,dorchester,MA,02128,134810,42.28512999981577,-71.07842000100155,"42.28512999981577 , -71.07842000100155",Mattapan
10640,HVIOL-282872,2016-02-08 13:20:51,Closed,CMR410.280 A,,"Room Ventilation- window or door to exterior opened to a min of 4% of floor area of that habitable room, or room containing a toilet, bathtub or shower.",28,,Thetford,AVE,Dorchester,MA,02124,17,28 THETFORD AV,,dorchester,MA,02128,134810,42.28512999981577,-71.07842000100155,"42.28512999981577 , -71.07842000100155",Mattapan
10644,HVIOL-282847,2016-02-08 10:34:19,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",7,9,Searle,RD,West Roxbury,MA,02132,20,96 LAGRANGE ST &,,west roxbury,MA,02114,124083,42.27510800013325,-71.14676600117801,"42.27510800013325 , -71.14676600117801",West Roxbury
10645,HVIOL-282846,2016-02-08 10:31:47,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",114,,Selden,ST,Mattapan,MA,02126,18,546 East Broadway,,boston,MA,02127,308640,42.27703600002722,-71.08592500126991,"42.27703600002722 , -71.08592500126991",Mattapan
10646,HVIOL-282846,2016-02-08 10:31:47,Closed,CMR410.201,,Temperature Requirements - Min. 68F between 7:00 AM and 11:00 PM; atleast 64F between 11:01 PM and 6:59 AM; Temp shall at no time exceed 78F during heating season.,114,,Selden,ST,Mattapan,MA,02126,18,546 East Broadway,,boston,MA,02127,308640,42.27703600002722,-71.08592500126991,"42.27703600002722 , -71.08592500126991",Mattapan
10647,HVIOL-282845,2016-02-08 10:26:07,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",221,,Dudley,ST,Roxbury,MA,02119,08,217 Harvard St,,dorchester,MA,02124,226506,42.32836999996643,-71.08064000117697,"42.32836999996643 , -71.08064000117697",Roxbury
10648,HVIOL-282843,2016-02-08 10:23:57,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",693,,Dudley,ST,Dorchester,MA,02125,13,43 Aspens Ave,,south grafton,MA,01560,226782,42.31833000002923,-71.06853000123186,"42.31833000002923 , -71.06853000123186",Dorchester
10649,HVIOL-282840,2016-02-08 10:14:26,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",200,,Hancock,ST,Dorchester,MA,02125,13,1 Shandon Road,,dorchester,MA,02124,246007,42.31053999997649,-71.06115000123881,"42.31053999997649 , -71.06115000123881",Dorchester
10650,HVIOL-282838,2016-02-08 10:12:16,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",131,,Harold,ST,Dorchester,MA,02121,12,131 HAROLD ST,,dorchester,MA,02121,69580,42.31706999999995,-71.09015000116645,"42.31706999999995 , -71.09015000116645",Roxbury
10651,HVIOL-282838,2016-02-08 10:12:16,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",131,,Harold,ST,Dorchester,MA,02121,12,131 HAROLD ST,,dorchester,MA,02121,69580,42.31706999999995,-71.09015000116645,"42.31706999999995 , -71.09015000116645",Roxbury
10652,HVIOL-282833,2016-02-08 09:53:08,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",1132,,Commonwealth,AVE,Allston,MA,02134,21,60 LEO M BIRMINGHAM PKWY C/O SAMIA CO,,brighton,MA,02135,37024,42.35057000004037,-71.12611000145856,"42.35057000004037 , -71.12611000145856",Allston
10653,HVIOL-282833,2016-02-08 09:53:08,Closed,CMR410.450,,Means of Egress - As many means of exit as will allow for safe passage.,1132,,Commonwealth,AVE,Allston,MA,02134,21,60 LEO M BIRMINGHAM PKWY C/O SAMIA CO,,brighton,MA,02135,37024,42.35057000004037,-71.12611000145856,"42.35057000004037 , -71.12611000145856",Allston
10654,HVIOL-282830,2016-02-08 09:47:13,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",114,,Selden,ST,Mattapan,MA,02126,18,546 East Broadway,,boston,MA,02127,308640,42.27703600002722,-71.08592500126991,"42.27703600002722 , -71.08592500126991",Mattapan
10655,HVIOL-282377,2016-02-05 14:43:42,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",62,,Msgr Dennis F. O'callaghan,WAY,South Boston,MA,02127,07,10 KEMP,,south boston,MA,02114,279751,42.32503999998567,-71.05430000121834,"42.32503999998567 , -71.05430000121834",South Boston
10656,HVIOL-282376,2016-02-05 14:40:53,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",64,,Monsignor Dennis F. O'Callaghan,Wy,South Boston,MA,02127,07,10 KEMP,,south boston,MA,02114,279752,42.32500855364751,-71.05444825644017,"42.32500855364751 , -71.05444825644017",South Boston
10657,HVIOL-282375,2016-02-05 14:37:08,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",64,,Monsignor Dennis F. O'Callaghan,Wy,South Boston,MA,02127,07,10 KEMP,,south boston,MA,02114,279752,42.32500855364751,-71.05444825644017,"42.32500855364751 , -71.05444825644017",South Boston
10658,HVIOL-282368,2016-02-05 11:57:08,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",136,,Devon,ST,Dorchester,MA,02121,14,136 DEVON ST,,dorchester,MA,02121-2736,47551,42.30800999960567,-71.07639000096086,"42.308009999605666 , -71.07639000096086",Roxbury
10659,HVIOL-282368,2016-02-05 11:57:08,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",136,,Devon,ST,Dorchester,MA,02121,14,136 DEVON ST,,dorchester,MA,02121-2736,47551,42.30800999960567,-71.07639000096086,"42.308009999605666 , -71.07639000096086",Roxbury
10660,HVIOL-252269,2016-02-05 11:56:45,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",91, ,Claybourne,ST,Dorchester,MA,02124,17,17 WOODWORTH ST,,dorchester,MA,02122-3105,33639,42.29655999969859,-71.07152000128622,"42.29655999969859 , -71.07152000128622",Dorchester
10661,HVIOL-252269,2016-02-05 11:56:45,Closed,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",91, ,Claybourne,ST,Dorchester,MA,02124,17,17 WOODWORTH ST,,dorchester,MA,02122-3105,33639,42.29655999969859,-71.07152000128622,"42.29655999969859 , -71.07152000128622",Dorchester
10662,HVIOL-252269,2016-02-05 11:56:45,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",91, ,Claybourne,ST,Dorchester,MA,02124,17,17 WOODWORTH ST,,dorchester,MA,02122-3105,33639,42.29655999969859,-71.07152000128622,"42.29655999969859 , -71.07152000128622",Dorchester
10663,HVIOL-252269,2016-02-05 11:56:45,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",91, ,Claybourne,ST,Dorchester,MA,02124,17,17 WOODWORTH ST,,dorchester,MA,02122-3105,33639,42.29655999969859,-71.07152000128622,"42.29655999969859 , -71.07152000128622",Dorchester
10664,HVIOL-244371,2016-02-05 11:50:44,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",43,,Clarkson,ST,Dorchester,MA,02125,15,2129 washington street,,boston,MA,02119,208415,42.30878999999509,-71.06714000126418,"42.30878999999509 , -71.06714000126418",Dorchester
10665,HVIOL-244371,2016-02-05 11:50:44,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",43,,Clarkson,ST,Dorchester,MA,02125,15,2129 washington street,,boston,MA,02119,208415,42.30878999999509,-71.06714000126418,"42.30878999999509 , -71.06714000126418",Dorchester
10666,HVIOL-271633,2016-02-05 10:59:37,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",960,,Parker,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,MA,02130,290586,42.32405999998456,-71.1008500012743,"42.324059999984556 , -71.1008500012743",Jamaica Plain
10668,HVIOL-282361,2016-02-05 10:56:24,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",934,,Parker,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,Ma,02130,290475,42.324980000020815,-71.10012000127232,"42.324980000020815 , -71.10012000127232",Jamaica Plain
10669,HVIOL-282361,2016-02-05 10:56:24,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",934,,Parker,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,Ma,02130,290475,42.324980000020815,-71.10012000127232,"42.324980000020815 , -71.10012000127232",Jamaica Plain
10670,HVIOL-282359,2016-02-05 10:27:34,Closed,CMR410.354 A,,"Metering of Electricity, Gas and Water - Owner shall provide Electricity and Gas, or letting agreement that payment is by the occupant",621,,Hyde Park,AVE,Roslindale,MA,02131,18,621 HYDE PARK AV,APT 2,roslindale,MA,02131-4306,257941,42.27923000003576,-71.11937000126605,"42.27923000003576 , -71.11937000126605",Roslindale
10671,HVIOL-282355,2016-02-05 10:20:03,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",954,,Parker,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,Ma,02130,290578,42.32443000000215,-71.10070000123783,"42.32443000000215 , -71.10070000123783",Jamaica Plain
10673,HVIOL-282355,2016-02-05 10:20:03,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",954,,Parker,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,Ma,02130,290578,42.32443000000215,-71.10070000123783,"42.32443000000215 , -71.10070000123783",Jamaica Plain
10674,HVIOL-282347,2016-02-05 09:40:23,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #2,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10675,HVIOL-282347,2016-02-05 09:40:23,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #2,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10676,HVIOL-282346,2016-02-05 09:36:58,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #G,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10677,HVIOL-282346,2016-02-05 09:36:58,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #G,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10678,HVIOL-282345,2016-02-05 09:31:47,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #G,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10679,HVIOL-282345,2016-02-05 09:31:47,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",85,,Rockview,ST,Jamaica Plain,MA,02130,19,85 ROCKVIEW ST  #G,,jamaica plain,MA,02130,117892,42.313700000196754,-71.11060000146557,"42.313700000196754 , -71.11060000146557",Jamaica Plain
10683,HVIOL-282222,2016-02-04 10:36:10,Closed,CMR410.501 A,,Weathertight Windows,12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
10684,HVIOL-282222,2016-02-04 10:36:10,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
10685,HVIOL-282222,2016-02-04 10:36:10,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
